tripId,vehicleVin,driverId,timestampUtc,odometerKm,fuelConsumedL,vehicleStatus,routeCode
TRIP-12407,1FM5K8GC7HZA02407,DRV-906,2026-06-12T14:52:00,49501.6,38.6,IN_REPAIR,RT-PUE-VER
TRIP-12408,1FM5K8GC7HZA02408,DRV-851,2026-06-12T14:57:00,8893.5,13.7,INACTIVE,RT-PUE-VER
TRIP-12409,1FM5K8GC7HZA02409,DRV-116,2026-06-12T14:52:00,53696.7,32.2,INACTIVE,RT-GDL-MAN
TRIP-12410,1FM5K8GC7HZA02410,DRV-270,2026-06-12T14:46:00,42420.5,29.1,INACTIVE,RT-PUE-VER
TRIP-12411,1FM5K8GC7HZA02411,DRV-551,2026-06-12T14:51:00,88750.6,26.1,ACTIVE,RT-MTY-LDO
TRIP-12412,1FM5K8GC7HZA02412,DRV-655,2026-06-12T14:51:00,25714.9,43.3,ACTIVE,RT-MTY-LDO
TRIP-12413,1FM5K8GC7HZA02413,DRV-863,2026-06-12T14:46:00,49492.2,14.2,IN_REPAIR,RT-PUE-VER
TRIP-12414,1FM5K8GC7HZA02414,DRV-930,2026-06-12T14:06:00,12246.2,4.6,ACTIVE,RT-PUE-VER
TRIP-12415,1FM5K8GC7HZA02415,DRV-508,2026-06-12T14:10:00,98834.2,46.3,ACTIVE,RT-GDL-MAN
TRIP-12416,1FM5K8GC7HZA02416,DRV-184,2026-06-12T14:14:00,1731.9,38.8,IN_REPAIR,RT-PUE-VER
TRIP-12417,1FM5K8GC7HZA02417,DRV-780,2026-06-12T14:54:00,42154.2,28.5,ACTIVE,RT-MTY-LDO
TRIP-12418,1FM5K8GC7HZA02418,DRV-200,2026-06-12T14:18:00,80179.1,10.0,INACTIVE,RT-MTY-LDO
TRIP-12419,1FM5K8GC7HZA02419,DRV-342,2026-06-12T14:10:00,72007.8,28.4,INACTIVE,RT-MTY-LDO
TRIP-12420,1FM5K8GC7HZA02420,DRV-311,2026-06-12T14:02:00,28352.9,29.9,IN_REPAIR,RT-PUE-VER
TRIP-12421,1FM5K8GC7HZA02421,DRV-513,2026-06-12T14:32:00,15232.8,33.8,ACTIVE,RT-CDMX-QRO
TRIP-12422,1FM5K8GC7HZA02422,DRV-765,2026-06-12T14:32:00,65743.7,40.4,IN_REPAIR,RT-CDMX-QRO
TRIP-12423,1FM5K8GC7HZA02423,DRV-175,2026-06-12T14:38:00,64914.2,23.6,ACTIVE,RT-CDMX-QRO
TRIP-12424,1FM5K8GC7HZA02424,DRV-589,2026-06-12T14:33:00,28812.2,42.8,IN_REPAIR,RT-GDL-MAN
TRIP-12425,1FM5K8GC7HZA02425,DRV-664,2026-06-12T14:27:00,60130.4,36.3,ACTIVE,RT-PUE-VER
TRIP-12426,1FM5K8GC7HZA02426,DRV-843,2026-06-12T14:21:00,45221.1,33.5,IN_REPAIR,RT-CDMX-QRO
TRIP-12427,1FM5K8GC7HZA02427,DRV-323,2026-06-12T14:41:00,80041.2,25.6,IN_REPAIR,RT-PUE-VER
TRIP-12428,1FM5K8GC7HZA02428,DRV-816,2026-06-12T14:20:00,18814.1,38.9,IN_REPAIR,RT-GDL-MAN
TRIP-12429,1FM5K8GC7HZA02429,DRV-789,2026-06-12T14:59:00,1366.6,6.8,IN_REPAIR,RT-PUE-VER
TRIP-12430,1FM5K8GC7HZA02430,DRV-750,2026-06-12T14:16:00,12121.7,3.2,IN_REPAIR,RT-CDMX-QRO
TRIP-12431,1FM5K8GC7HZA02431,DRV-267,2026-06-12T14:21:00,39160.8,22.7,ACTIVE,RT-MTY-LDO
TRIP-12432,1FM5K8GC7HZA02432,DRV-692,2026-06-12T14:24:00,89073.8,38.8,INACTIVE,RT-MTY-LDO
TRIP-12433,1FM5K8GC7HZA02433,DRV-930,2026-06-12T14:10:00,82392.8,26.0,INACTIVE,RT-GDL-MAN
TRIP-12434,1FM5K8GC7HZA02434,DRV-744,2026-06-12T14:09:00,56741.8,17.9,IN_REPAIR,RT-MTY-LDO
TRIP-12435,1FM5K8GC7HZA02435,DRV-741,2026-06-12T14:34:00,24058.3,1.1,ACTIVE,RT-GDL-MAN
TRIP-12436,1FM5K8GC7HZA02436,DRV-744,2026-06-12T14:15:00,3981.1,41.4,IN_REPAIR,RT-GDL-MAN
TRIP-12437,1FM5K8GC7HZA02437,DRV-737,2026-06-12T14:15:00,34689.4,45.9,INACTIVE,RT-MTY-LDO
TRIP-12438,1FM5K8GC7HZA02438,DRV-320,2026-06-12T14:53:00,40239.2,8.3,IN_REPAIR,RT-CDMX-QRO
TRIP-12439,1FM5K8GC7HZA02439,DRV-195,2026-06-12T14:22:00,94116.7,28.3,INACTIVE,RT-CDMX-QRO
TRIP-12440,1FM5K8GC7HZA02440,DRV-645,2026-06-12T14:10:00,43853.4,21.0,INACTIVE,RT-GDL-MAN
TRIP-12441,1FM5K8GC7HZA02441,DRV-150,2026-06-12T14:56:00,11639.9,46.7,ACTIVE,RT-MTY-LDO
TRIP-12442,1FM5K8GC7HZA02442,DRV-229,2026-06-12T14:52:00,74336.8,22.3,INACTIVE,RT-MTY-LDO
TRIP-12443,1FM5K8GC7HZA02443,DRV-200,2026-06-12T14:09:00,25792.1,34.5,ACTIVE,RT-CDMX-QRO
TRIP-12444,1FM5K8GC7HZA02444,DRV-640,2026-06-12T14:40:00,43064.4,1.2,INACTIVE,RT-MTY-LDO
TRIP-12445,1FM5K8GC7HZA02445,DRV-380,2026-06-12T14:09:00,80351.2,21.5,IN_REPAIR,RT-GDL-MAN
TRIP-12446,1FM5K8GC7HZA02446,DRV-754,2026-06-12T14:54:00,18075.8,32.1,ACTIVE,RT-PUE-VER
TRIP-12447,1FM5K8GC7HZA02447,DRV-622,2026-06-12T14:32:00,92980.0,49.0,ACTIVE,RT-MTY-LDO
TRIP-12448,1FM5K8GC7HZA02448,DRV-837,2026-06-12T14:45:00,79289.7,11.1,ACTIVE,RT-GDL-MAN
TRIP-12449,1FM5K8GC7HZA02449,DRV-894,2026-06-12T14:28:00,9660.9,21.6,ACTIVE,RT-GDL-MAN
TRIP-12450,1FM5K8GC7HZA02450,DRV-452,2026-06-12T14:05:00,47917.3,23.8,INACTIVE,RT-GDL-MAN
TRIP-12451,1FM5K8GC7HZA02451,DRV-720,2026-06-12T14:54:00,60870.5,33.4,ACTIVE,RT-MTY-LDO
TRIP-12452,1FM5K8GC7HZA02452,DRV-602,2026-06-12T14:48:00,79780.8,31.9,IN_REPAIR,RT-MTY-LDO
TRIP-12453,1FM5K8GC7HZA02453,DRV-878,2026-06-12T14:06:00,50896.9,42.9,INACTIVE,RT-GDL-MAN
TRIP-12454,1FM5K8GC7HZA02454,DRV-316,2026-06-12T14:44:00,1611.9,29.3,IN_REPAIR,RT-MTY-LDO
TRIP-12455,1FM5K8GC7HZA02455,DRV-102,2026-06-12T14:27:00,31972.4,45.6,ACTIVE,RT-GDL-MAN
TRIP-12456,1FM5K8GC7HZA02456,DRV-438,2026-06-12T14:35:00,34187.2,37.0,INACTIVE,RT-MTY-LDO
TRIP-12457,1FM5K8GC7HZA02457,DRV-166,2026-06-12T14:11:00,80507.5,6.1,IN_REPAIR,RT-MTY-LDO
TRIP-12458,1FM5K8GC7HZA02458,DRV-698,2026-06-12T14:07:00,96376.0,24.6,INACTIVE,RT-MTY-LDO
TRIP-12459,1FM5K8GC7HZA02459,DRV-940,2026-06-12T14:58:00,25199.0,5.3,IN_REPAIR,RT-CDMX-QRO
TRIP-12460,1FM5K8GC7HZA02460,DRV-467,2026-06-12T14:55:00,93008.9,46.4,ACTIVE,RT-GDL-MAN
TRIP-12461,1FM5K8GC7HZA02461,DRV-801,2026-06-12T14:06:00,91137.3,23.0,ACTIVE,RT-PUE-VER
TRIP-12462,1FM5K8GC7HZA02462,DRV-494,2026-06-12T14:39:00,62750.1,0.8,INACTIVE,RT-MTY-LDO
TRIP-12463,1FM5K8GC7HZA02463,DRV-279,2026-06-12T14:32:00,17713.5,39.0,INACTIVE,RT-CDMX-QRO
TRIP-12464,1FM5K8GC7HZA02464,DRV-579,2026-06-12T14:19:00,36819.5,34.3,ACTIVE,RT-GDL-MAN
TRIP-12465,1FM5K8GC7HZA02465,DRV-737,2026-06-12T14:48:00,73075.8,15.7,ACTIVE,RT-PUE-VER
TRIP-12466,1FM5K8GC7HZA02466,DRV-139,2026-06-12T14:54:00,28783.8,46.4,ACTIVE,RT-GDL-MAN
TRIP-12467,1FM5K8GC7HZA02467,DRV-347,2026-06-12T14:23:00,93543.6,13.8,INACTIVE,RT-MTY-LDO
TRIP-12468,1FM5K8GC7HZA02468,DRV-339,2026-06-12T14:35:00,56878.8,37.1,ACTIVE,RT-GDL-MAN
TRIP-12469,1FM5K8GC7HZA02469,DRV-998,2026-06-12T14:27:00,66745.7,13.8,ACTIVE,RT-PUE-VER
TRIP-12470,1FM5K8GC7HZA02470,DRV-167,2026-06-12T14:11:00,24639.2,17.3,IN_REPAIR,RT-CDMX-QRO
TRIP-12471,1FM5K8GC7HZA02471,DRV-219,2026-06-12T14:41:00,9322.1,18.4,ACTIVE,RT-PUE-VER
TRIP-12472,1FM5K8GC7HZA02472,DRV-270,2026-06-12T14:49:00,28837.8,40.1,ACTIVE,RT-CDMX-QRO
TRIP-12473,1FM5K8GC7HZA02473,DRV-389,2026-06-12T14:02:00,11312.4,22.8,IN_REPAIR,RT-MTY-LDO
TRIP-12474,1FM5K8GC7HZA02474,DRV-160,2026-06-12T14:39:00,5545.9,0.1,IN_REPAIR,RT-MTY-LDO
TRIP-12475,1FM5K8GC7HZA02475,DRV-607,2026-06-12T14:34:00,55488.1,30.6,ACTIVE,RT-PUE-VER
TRIP-12476,1FM5K8GC7HZA02476,DRV-463,2026-06-12T14:33:00,34951.1,12.5,INACTIVE,RT-GDL-MAN
TRIP-12477,1FM5K8GC7HZA02477,DRV-672,2026-06-12T14:42:00,71254.7,29.5,IN_REPAIR,RT-PUE-VER
TRIP-12478,1FM5K8GC7HZA02478,DRV-724,2026-06-12T14:35:00,15649.4,38.3,ACTIVE,RT-MTY-LDO
TRIP-12479,1FM5K8GC7HZA02479,DRV-837,2026-06-12T14:35:00,23668.4,26.2,INACTIVE,RT-PUE-VER
TRIP-12480,1FM5K8GC7HZA02480,DRV-148,2026-06-12T14:16:00,24317.4,30.2,ACTIVE,RT-CDMX-QRO
TRIP-12481,1FM5K8GC7HZA02481,DRV-561,2026-06-12T14:25:00,64602.6,12.2,ACTIVE,RT-CDMX-QRO
TRIP-12482,1FM5K8GC7HZA02482,DRV-365,2026-06-12T14:01:00,14184.7,12.0,INACTIVE,RT-PUE-VER
TRIP-12483,1FM5K8GC7HZA02483,DRV-684,2026-06-12T14:40:00,76598.4,9.4,ACTIVE,RT-MTY-LDO
TRIP-12484,1FM5K8GC7HZA02484,DRV-583,2026-06-12T14:05:00,15139.4,40.2,IN_REPAIR,RT-MTY-LDO
TRIP-12485,1FM5K8GC7HZA02485,DRV-254,2026-06-12T14:13:00,11981.5,0.8,INACTIVE,RT-MTY-LDO
TRIP-12486,1FM5K8GC7HZA02486,DRV-862,2026-06-12T14:05:00,18290.2,26.7,ACTIVE,RT-PUE-VER
TRIP-12487,1FM5K8GC7HZA02487,DRV-920,2026-06-12T14:58:00,44285.8,13.2,IN_REPAIR,RT-GDL-MAN
TRIP-12488,1FM5K8GC7HZA02488,DRV-923,2026-06-12T14:12:00,34648.6,35.3,IN_REPAIR,RT-GDL-MAN
TRIP-12489,1FM5K8GC7HZA02489,DRV-862,2026-06-12T14:25:00,62641.8,23.8,INACTIVE,RT-GDL-MAN
TRIP-12490,1FM5K8GC7HZA02490,DRV-777,2026-06-12T14:51:00,52725.8,13.0,IN_REPAIR,RT-GDL-MAN
TRIP-12491,1FM5K8GC7HZA02491,DRV-754,2026-06-12T14:02:00,31973.2,42.7,ACTIVE,RT-GDL-MAN
TRIP-12492,1FM5K8GC7HZA02492,DRV-939,2026-06-12T14:24:00,49917.5,1.6,IN_REPAIR,RT-PUE-VER
TRIP-12493,1FM5K8GC7HZA02493,DRV-676,2026-06-12T14:08:00,82858.0,31.4,ACTIVE,RT-GDL-MAN
TRIP-12494,1FM5K8GC7HZA02494,DRV-931,2026-06-12T14:54:00,42042.1,29.2,IN_REPAIR,RT-MTY-LDO
TRIP-12495,1FM5K8GC7HZA02495,DRV-129,2026-06-12T14:06:00,83471.5,3.3,ACTIVE,RT-MTY-LDO
TRIP-12496,1FM5K8GC7HZA02496,DRV-118,2026-06-12T14:15:00,65039.8,32.7,ACTIVE,RT-MTY-LDO
TRIP-12497,1FM5K8GC7HZA02497,DRV-127,2026-06-12T14:28:00,28442.5,35.4,ACTIVE,RT-GDL-MAN
TRIP-12498,1FM5K8GC7HZA02498,DRV-231,2026-06-12T14:05:00,30105.8,10.3,IN_REPAIR,RT-GDL-MAN
TRIP-12499,1FM5K8GC7HZA02499,DRV-274,2026-06-12T14:57:00,94930.6,45.8,INACTIVE,RT-MTY-LDO
TRIP-12500,1FM5K8GC7HZA02500,DRV-702,2026-06-12T14:32:00,94803.5,13.0,IN_REPAIR,RT-GDL-MAN
TRIP-12501,1FM5K8GC7HZA02501,DRV-232,2026-06-12T14:32:00,88466.8,22.4,INACTIVE,RT-PUE-VER
TRIP-12502,1FM5K8GC7HZA02502,DRV-939,2026-06-12T14:01:00,8698.4,32.3,ACTIVE,RT-MTY-LDO
TRIP-12503,1FM5K8GC7HZA02503,DRV-710,2026-06-12T14:23:00,60268.5,1.3,ACTIVE,RT-PUE-VER
TRIP-12504,1FM5K8GC7HZA02504,DRV-871,2026-06-12T14:54:00,51448.4,9.1,INACTIVE,RT-MTY-LDO
TRIP-12505,1FM5K8GC7HZA02505,DRV-978,2026-06-12T14:36:00,8143.0,20.8,ACTIVE,RT-PUE-VER
TRIP-12506,1FM5K8GC7HZA02506,DRV-586,2026-06-12T14:29:00,68607.3,21.2,IN_REPAIR,RT-MTY-LDO
TRIP-12507,1FM5K8GC7HZA02507,DRV-845,2026-06-12T14:34:00,58018.1,38.5,ACTIVE,RT-GDL-MAN
TRIP-12508,1FM5K8GC7HZA02508,DRV-479,2026-06-12T14:06:00,24168.3,9.3,IN_REPAIR,RT-MTY-LDO
TRIP-12509,1FM5K8GC7HZA02509,DRV-737,2026-06-12T14:27:00,86006.2,28.1,IN_REPAIR,RT-CDMX-QRO
TRIP-12510,1FM5K8GC7HZA02510,DRV-165,2026-06-12T14:39:00,68610.0,46.8,INACTIVE,RT-MTY-LDO
TRIP-12511,1FM5K8GC7HZA02511,DRV-983,2026-06-12T14:04:00,72908.3,34.6,IN_REPAIR,RT-CDMX-QRO
TRIP-12512,1FM5K8GC7HZA02512,DRV-725,2026-06-12T14:59:00,45771.2,35.1,INACTIVE,RT-MTY-LDO
TRIP-12513,1FM5K8GC7HZA02513,DRV-491,2026-06-12T14:11:00,33299.6,38.5,ACTIVE,RT-GDL-MAN
TRIP-12514,1FM5K8GC7HZA02514,DRV-454,2026-06-12T14:37:00,62662.6,30.8,INACTIVE,RT-MTY-LDO
TRIP-12515,1FM5K8GC7HZA02515,DRV-146,2026-06-12T14:02:00,58890.0,23.4,INACTIVE,RT-MTY-LDO
TRIP-12516,1FM5K8GC7HZA02516,DRV-421,2026-06-12T14:19:00,62391.1,31.8,ACTIVE,RT-MTY-LDO
TRIP-12517,1FM5K8GC7HZA02517,DRV-837,2026-06-12T14:19:00,12538.4,39.3,ACTIVE,RT-PUE-VER
TRIP-12518,1FM5K8GC7HZA02518,DRV-200,2026-06-12T14:19:00,10241.7,31.0,IN_REPAIR,RT-CDMX-QRO
TRIP-12519,1FM5K8GC7HZA02519,DRV-820,2026-06-12T14:18:00,7073.6,21.7,IN_REPAIR,RT-CDMX-QRO
TRIP-12520,1FM5K8GC7HZA02520,DRV-560,2026-06-12T14:03:00,63913.8,36.4,IN_REPAIR,RT-PUE-VER
TRIP-12521,1FM5K8GC7HZA02521,DRV-799,2026-06-12T14:27:00,30178.2,43.5,INACTIVE,RT-GDL-MAN
TRIP-12522,1FM5K8GC7HZA02522,DRV-458,2026-06-12T14:36:00,62763.7,6.8,INACTIVE,RT-GDL-MAN
TRIP-12523,1FM5K8GC7HZA02523,DRV-814,2026-06-12T14:49:00,79415.9,37.9,INACTIVE,RT-GDL-MAN
TRIP-12524,1FM5K8GC7HZA02524,DRV-788,2026-06-12T14:59:00,32619.0,37.3,ACTIVE,RT-MTY-LDO
TRIP-12525,1FM5K8GC7HZA02525,DRV-120,2026-06-12T14:58:00,27316.9,12.5,IN_REPAIR,RT-CDMX-QRO
TRIP-12526,1FM5K8GC7HZA02526,DRV-945,2026-06-12T14:26:00,15836.3,23.6,INACTIVE,RT-CDMX-QRO
TRIP-12527,1FM5K8GC7HZA02527,DRV-671,2026-06-12T14:04:00,69788.8,36.2,IN_REPAIR,RT-CDMX-QRO
TRIP-12528,1FM5K8GC7HZA02528,DRV-664,2026-06-12T14:57:00,35058.1,44.5,INACTIVE,RT-PUE-VER
TRIP-12529,1FM5K8GC7HZA02529,DRV-979,2026-06-12T14:17:00,41983.2,34.1,INACTIVE,RT-CDMX-QRO
TRIP-12530,1FM5K8GC7HZA02530,DRV-516,2026-06-12T14:25:00,52880.4,25.3,IN_REPAIR,RT-MTY-LDO
TRIP-12531,1FM5K8GC7HZA02531,DRV-703,2026-06-12T14:22:00,11069.5,15.4,IN_REPAIR,RT-CDMX-QRO
TRIP-12532,1FM5K8GC7HZA02532,DRV-392,2026-06-12T14:51:00,14664.5,32.7,INACTIVE,RT-PUE-VER
TRIP-12533,1FM5K8GC7HZA02533,DRV-970,2026-06-12T14:28:00,90002.3,30.3,INACTIVE,RT-GDL-MAN
TRIP-12534,1FM5K8GC7HZA02534,DRV-750,2026-06-12T14:42:00,50747.4,13.1,ACTIVE,RT-MTY-LDO
TRIP-12535,1FM5K8GC7HZA02535,DRV-726,2026-06-12T14:56:00,87121.1,45.9,IN_REPAIR,RT-PUE-VER
TRIP-12536,1FM5K8GC7HZA02536,DRV-906,2026-06-12T14:55:00,5531.7,17.1,ACTIVE,RT-CDMX-QRO
TRIP-12537,1FM5K8GC7HZA02537,DRV-820,2026-06-12T14:14:00,48944.0,10.6,ACTIVE,RT-MTY-LDO
TRIP-12538,1FM5K8GC7HZA02538,DRV-256,2026-06-12T14:02:00,33120.1,19.4,INACTIVE,RT-PUE-VER
TRIP-12539,1FM5K8GC7HZA02539,DRV-708,2026-06-12T14:53:00,63077.9,22.2,INACTIVE,RT-PUE-VER
TRIP-12540,1FM5K8GC7HZA02540,DRV-519,2026-06-12T14:55:00,42098.9,39.1,INACTIVE,RT-CDMX-QRO
TRIP-12541,1FM5K8GC7HZA02541,DRV-542,2026-06-12T14:18:00,73272.1,44.3,INACTIVE,RT-GDL-MAN
TRIP-12542,1FM5K8GC7HZA02542,DRV-654,2026-06-12T14:51:00,12922.6,19.3,ACTIVE,RT-MTY-LDO
TRIP-12543,1FM5K8GC7HZA02543,DRV-622,2026-06-12T14:21:00,30554.2,34.0,ACTIVE,RT-PUE-VER
TRIP-12544,1FM5K8GC7HZA02544,DRV-416,2026-06-12T14:38:00,98209.3,30.3,ACTIVE,RT-CDMX-QRO
TRIP-12545,1FM5K8GC7HZA02545,DRV-379,2026-06-12T14:27:00,86796.2,6.8,IN_REPAIR,RT-MTY-LDO
TRIP-12546,1FM5K8GC7HZA02546,DRV-586,2026-06-12T14:08:00,31926.8,5.3,INACTIVE,RT-MTY-LDO
TRIP-12547,1FM5K8GC7HZA02547,DRV-226,2026-06-12T14:51:00,95462.0,36.3,INACTIVE,RT-CDMX-QRO
TRIP-12548,1FM5K8GC7HZA02548,DRV-704,2026-06-12T14:46:00,48554.2,31.0,ACTIVE,RT-CDMX-QRO
TRIP-12549,1FM5K8GC7HZA02549,DRV-164,2026-06-12T14:19:00,936.3,7.5,INACTIVE,RT-CDMX-QRO
TRIP-12550,1FM5K8GC7HZA02550,DRV-258,2026-06-12T14:56:00,18782.7,30.1,ACTIVE,RT-CDMX-QRO
TRIP-12551,1FM5K8GC7HZA02551,DRV-223,2026-06-12T14:30:00,59730.0,13.9,IN_REPAIR,RT-MTY-LDO
TRIP-12552,1FM5K8GC7HZA02552,DRV-684,2026-06-12T14:58:00,36770.2,17.5,IN_REPAIR,RT-PUE-VER
TRIP-12553,1FM5K8GC7HZA02553,DRV-759,2026-06-12T14:38:00,73719.6,4.5,IN_REPAIR,RT-GDL-MAN
TRIP-12554,1FM5K8GC7HZA02554,DRV-680,2026-06-12T14:43:00,31672.0,17.8,IN_REPAIR,RT-MTY-LDO
TRIP-12555,1FM5K8GC7HZA02555,DRV-876,2026-06-12T14:06:00,5000.9,23.0,ACTIVE,RT-MTY-LDO
TRIP-12556,1FM5K8GC7HZA02556,DRV-412,2026-06-12T14:57:00,35658.7,34.9,ACTIVE,RT-GDL-MAN
TRIP-12557,1FM5K8GC7HZA02557,DRV-951,2026-06-12T14:06:00,6145.1,32.1,IN_REPAIR,RT-MTY-LDO
TRIP-12558,1FM5K8GC7HZA02558,DRV-885,2026-06-12T14:46:00,91020.4,17.9,IN_REPAIR,RT-PUE-VER
TRIP-12559,1FM5K8GC7HZA02559,DRV-424,2026-06-12T14:28:00,64412.6,32.1,ACTIVE,RT-MTY-LDO
TRIP-12560,1FM5K8GC7HZA02560,DRV-830,2026-06-12T14:37:00,44129.2,27.0,IN_REPAIR,RT-GDL-MAN
TRIP-12561,1FM5K8GC7HZA02561,DRV-672,2026-06-12T14:01:00,16768.0,36.4,ACTIVE,RT-PUE-VER
TRIP-12562,1FM5K8GC7HZA02562,DRV-198,2026-06-12T14:34:00,31247.2,35.7,IN_REPAIR,RT-CDMX-QRO
TRIP-12563,1FM5K8GC7HZA02563,DRV-506,2026-06-12T14:16:00,22734.1,2.6,INACTIVE,RT-MTY-LDO
TRIP-12564,1FM5K8GC7HZA02564,DRV-702,2026-06-12T14:06:00,34939.5,28.0,INACTIVE,RT-PUE-VER
TRIP-12565,1FM5K8GC7HZA02565,DRV-398,2026-06-12T14:04:00,92976.7,21.6,ACTIVE,RT-CDMX-QRO
TRIP-12566,1FM5K8GC7HZA02566,DRV-943,2026-06-12T14:50:00,78191.8,24.8,IN_REPAIR,RT-CDMX-QRO
TRIP-12567,1FM5K8GC7HZA02567,DRV-885,2026-06-12T14:27:00,66112.6,13.4,ACTIVE,RT-CDMX-QRO
TRIP-12568,1FM5K8GC7HZA02568,DRV-428,2026-06-12T14:11:00,80049.6,19.7,ACTIVE,RT-MTY-LDO
TRIP-12569,1FM5K8GC7HZA02569,DRV-286,2026-06-12T14:40:00,63743.4,3.4,INACTIVE,RT-CDMX-QRO
TRIP-12570,1FM5K8GC7HZA02570,DRV-375,2026-06-12T14:23:00,36491.9,24.9,IN_REPAIR,RT-CDMX-QRO
TRIP-12571,1FM5K8GC7HZA02571,DRV-250,2026-06-12T14:38:00,26252.7,10.4,IN_REPAIR,RT-CDMX-QRO
TRIP-12572,1FM5K8GC7HZA02572,DRV-554,2026-06-12T14:31:00,6781.3,31.3,INACTIVE,RT-CDMX-QRO
TRIP-12573,1FM5K8GC7HZA02573,DRV-818,2026-06-12T14:40:00,84605.7,21.4,IN_REPAIR,RT-GDL-MAN
TRIP-12574,1FM5K8GC7HZA02574,DRV-307,2026-06-12T14:59:00,49131.4,6.4,ACTIVE,RT-MTY-LDO
TRIP-12575,1FM5K8GC7HZA02575,DRV-343,2026-06-12T14:04:00,49580.8,43.3,IN_REPAIR,RT-GDL-MAN
TRIP-12576,1FM5K8GC7HZA02576,DRV-626,2026-06-12T14:19:00,52143.6,12.5,ACTIVE,RT-MTY-LDO
TRIP-12577,1FM5K8GC7HZA02577,DRV-168,2026-06-12T14:59:00,59068.8,27.0,INACTIVE,RT-GDL-MAN
TRIP-12578,1FM5K8GC7HZA02578,DRV-886,2026-06-12T14:28:00,29625.3,20.5,ACTIVE,RT-MTY-LDO
TRIP-12579,1FM5K8GC7HZA02579,DRV-303,2026-06-12T14:41:00,37135.6,3.9,ACTIVE,RT-MTY-LDO
TRIP-12580,1FM5K8GC7HZA02580,DRV-730,2026-06-12T14:02:00,90959.9,48.0,ACTIVE,RT-MTY-LDO
TRIP-12581,1FM5K8GC7HZA02581,DRV-271,2026-06-12T14:45:00,95484.6,28.4,INACTIVE,RT-GDL-MAN
TRIP-12582,1FM5K8GC7HZA02582,DRV-821,2026-06-12T14:26:00,151.7,20.6,INACTIVE,RT-MTY-LDO
TRIP-12583,1FM5K8GC7HZA02583,DRV-708,2026-06-12T14:17:00,2597.1,27.9,INACTIVE,RT-PUE-VER
TRIP-12584,1FM5K8GC7HZA02584,DRV-840,2026-06-12T14:15:00,4085.9,42.6,ACTIVE,RT-GDL-MAN
TRIP-12585,1FM5K8GC7HZA02585,DRV-140,2026-06-12T14:24:00,13949.3,23.9,IN_REPAIR,RT-CDMX-QRO
TRIP-12586,1FM5K8GC7HZA02586,DRV-379,2026-06-12T14:46:00,2869.8,5.5,IN_REPAIR,RT-GDL-MAN
TRIP-12587,1FM5K8GC7HZA02587,DRV-676,2026-06-12T14:34:00,47129.4,46.2,IN_REPAIR,RT-GDL-MAN
TRIP-12588,1FM5K8GC7HZA02588,DRV-213,2026-06-12T14:37:00,79252.6,31.2,ACTIVE,RT-PUE-VER
TRIP-12589,1FM5K8GC7HZA02589,DRV-659,2026-06-12T14:33:00,459.9,40.3,IN_REPAIR,RT-CDMX-QRO
TRIP-12590,1FM5K8GC7HZA02590,DRV-832,2026-06-12T14:07:00,74947.6,23.6,ACTIVE,RT-GDL-MAN
TRIP-12591,1FM5K8GC7HZA02591,DRV-652,2026-06-12T14:36:00,17699.5,30.3,ACTIVE,RT-GDL-MAN
TRIP-12592,1FM5K8GC7HZA02592,DRV-288,2026-06-12T14:58:00,48031.5,14.1,ACTIVE,RT-PUE-VER
TRIP-12593,1FM5K8GC7HZA02593,DRV-108,2026-06-12T14:40:00,16704.4,15.1,INACTIVE,RT-CDMX-QRO
TRIP-12594,1FM5K8GC7HZA02594,DRV-662,2026-06-12T14:34:00,58326.6,34.7,INACTIVE,RT-CDMX-QRO
TRIP-12595,1FM5K8GC7HZA02595,DRV-722,2026-06-12T14:27:00,44443.6,27.2,ACTIVE,RT-GDL-MAN
TRIP-12596,1FM5K8GC7HZA02596,DRV-691,2026-06-12T14:02:00,72480.8,5.0,INACTIVE,RT-PUE-VER
TRIP-12597,1FM5K8GC7HZA02597,DRV-468,2026-06-12T14:44:00,10252.3,40.1,IN_REPAIR,RT-CDMX-QRO
TRIP-12598,1FM5K8GC7HZA02598,DRV-324,2026-06-12T14:36:00,98052.3,11.8,IN_REPAIR,RT-GDL-MAN
TRIP-12599,1FM5K8GC7HZA02599,DRV-500,2026-06-12T14:14:00,3856.5,13.4,INACTIVE,RT-CDMX-QRO
TRIP-12600,1FM5K8GC7HZA02600,DRV-292,2026-06-12T14:54:00,67450.8,5.2,ACTIVE,RT-GDL-MAN
TRIP-12601,1FM5K8GC7HZA02601,DRV-707,2026-06-12T14:28:00,86842.2,32.0,IN_REPAIR,RT-CDMX-QRO
TRIP-12602,1FM5K8GC7HZA02602,DRV-217,2026-06-12T14:50:00,83594.2,45.6,IN_REPAIR,RT-GDL-MAN
TRIP-12603,1FM5K8GC7HZA02603,DRV-277,2026-06-12T14:06:00,81123.4,35.2,IN_REPAIR,RT-GDL-MAN
TRIP-12604,1FM5K8GC7HZA02604,DRV-784,2026-06-12T14:31:00,6587.7,30.6,ACTIVE,RT-CDMX-QRO
TRIP-12605,1FM5K8GC7HZA02605,DRV-442,2026-06-12T14:20:00,57665.7,12.3,INACTIVE,RT-MTY-LDO
TRIP-12606,1FM5K8GC7HZA02606,DRV-884,2026-06-12T14:50:00,35890.7,8.9,ACTIVE,RT-PUE-VER
